,index,rec_id_1,rec_id_2,prob,Match
60,60,rec-1006-dup-0,rec-1006-org,1.0,Match
61,61,rec-1006-dup-1,rec-1006-org,1.0,Match
62,62,rec-1006-dup-2,rec-1006-dup-1,1.0,Match
63,63,rec-1006-dup-2,rec-1006-org,1.0,Match
64,64,rec-1007-dup-1,rec-1007-dup-0,1.0,Match
65,65,rec-1007-dup-1,rec-1007-dup-2,1.0,Match
66,66,rec-1007-dup-1,rec-1007-org,1.0,Match
67,67,rec-1007-dup-2,rec-1007-dup-0,1.0,Match
68,68,rec-1007-dup-3,rec-1007-dup-0,1.0,Match
69,69,rec-1007-dup-3,rec-1007-dup-1,1.0,Match
70,70,rec-1007-dup-3,rec-1007-dup-2,1.0,Match
71,71,rec-1007-dup-3,rec-1007-org,1.0,Match
72,72,rec-1007-org,rec-1007-dup-0,1.0,Match
73,73,rec-1007-org,rec-1007-dup-2,1.0,Match
74,74,rec-1009-dup-0,rec-1009-dup-2,1.0,Match
75,75,rec-1009-dup-0,rec-1009-org,1.0,Match
76,76,rec-1009-dup-0,rec-466-org,0.0,Non-Match
77,77,rec-1009-dup-1,rec-1009-dup-0,1.0,Match
78,78,rec-1009-dup-1,rec-1009-dup-2,1.0,Match
79,79,rec-1009-dup-1,rec-1009-org,1.0,Match
80,80,rec-1009-dup-2,rec-1009-org,1.0,Match
81,81,rec-1011-dup-0,rec-1011-dup-1,1.0,Match
82,82,rec-1011-dup-0,rec-224-org,0.0,Non-Match
83,83,rec-1011-dup-0,rec-799-dup-2,0.0,Non-Match
84,84,rec-1011-dup-0,rec-799-org,0.0,Non-Match
85,85,rec-1011-dup-1,rec-1815-org,0.0,Non-Match
86,86,rec-1011-dup-2,rec-1011-dup-0,1.0,Match
87,87,rec-1011-dup-2,rec-1011-dup-1,1.0,Match
88,88,rec-1011-dup-2,rec-1011-org,1.0,Match
89,89,rec-1011-dup-2,rec-1815-dup-0,0.0,Non-Match
90,90,rec-1011-dup-2,rec-1815-dup-2,0.0,Non-Match
91,91,rec-1011-dup-2,rec-1815-org,0.0,Non-Match
92,92,rec-1011-org,rec-1011-dup-0,1.0,Match
93,93,rec-1011-org,rec-1011-dup-1,1.0,Match
94,94,rec-1011-org,rec-1815-dup-0,0.0,Non-Match
95,95,rec-1011-org,rec-1815-dup-2,0.0,Non-Match
96,96,rec-1011-org,rec-1815-org,0.0,Non-Match
97,97,rec-1012-dup-0,rec-1012-org,1.0,Match
98,98,rec-1012-dup-0,rec-1127-dup-2,0.003,Non-Match
99,99,rec-1012-dup-0,rec-1127-org,0.003,Non-Match
100,100,rec-1012-dup-0,rec-1155-dup-2,0.0,Non-Match
101,101,rec-1012-dup-0,rec-1155-dup-3,0.0,Non-Match
102,102,rec-1012-dup-0,rec-1155-org,0.0,Non-Match
103,103,rec-1012-dup-0,rec-1234-dup-0,0.0,Non-Match
104,104,rec-1012-dup-1,rec-1012-dup-0,1.0,Match
105,105,rec-1012-dup-1,rec-1012-org,1.0,Match
106,106,rec-1012-dup-1,rec-1127-dup-2,0.003,Non-Match
107,107,rec-1012-dup-1,rec-1127-org,0.003,Non-Match
108,108,rec-1012-dup-1,rec-1155-dup-2,0.0,Non-Match
109,109,rec-1012-dup-1,rec-1155-dup-3,0.0,Non-Match
110,110,rec-1012-dup-1,rec-1155-org,0.0,Non-Match
111,111,rec-1012-dup-1,rec-1234-dup-0,0.0,Non-Match
112,112,rec-1012-dup-2,rec-1012-dup-0,1.0,Match
113,113,rec-1012-dup-2,rec-1012-dup-1,1.0,Match
114,114,rec-1012-dup-2,rec-1012-org,1.0,Match
115,115,rec-1012-org,rec-1155-dup-2,0.0,Non-Match
116,116,rec-1012-org,rec-1155-dup-3,0.0,Non-Match
117,117,rec-1012-org,rec-1155-org,0.0,Non-Match
118,118,rec-1013-org,rec-1688-org,0.0,Non-Match
119,119,rec-1013-org,rec-773-dup-1,0.0,Non-Match
120,120,rec-1014-dup-0,rec-1014-dup-2,1.0,Match
121,121,rec-1014-dup-1,rec-1014-dup-0,1.0,Match
122,122,rec-1014-dup-1,rec-1014-dup-2,1.0,Match
123,123,rec-1014-dup-1,rec-1014-org,1.0,Match
124,124,rec-1014-dup-1,rec-1132-org,0.0,Non-Match
125,125,rec-1014-dup-1,rec-437-dup-0,0.0,Non-Match
126,126,rec-1014-dup-1,rec-437-org,0.0,Non-Match
127,127,rec-1014-dup-1,rec-739-dup-0,0.0,Non-Match
128,128,rec-1014-dup-1,rec-739-org,0.0,Non-Match
129,129,rec-1014-org,rec-1014-dup-0,1.0,Match
130,130,rec-1014-org,rec-1014-dup-2,1.0,Match
131,131,rec-1014-org,rec-1132-org,0.0,Non-Match
132,132,rec-1016-org,rec-1094-dup-0,0.0,Non-Match
133,133,rec-1016-org,rec-1094-dup-1,0.0,Non-Match
134,134,rec-1016-org,rec-1094-org,0.0,Non-Match
135,135,rec-1017-dup-0,rec-187-dup-1,0.0,Non-Match
136,136,rec-1017-dup-0,rec-187-dup-4,0.0,Non-Match
137,137,rec-1017-org,rec-1017-dup-0,1.0,Match
138,138,rec-1017-org,rec-1760-dup-0,0.0,Non-Match
139,139,rec-1017-org,rec-187-dup-1,0.0,Non-Match
140,140,rec-1017-org,rec-187-dup-4,0.0,Non-Match
141,141,rec-1018-org,rec-1439-org,0.0,Non-Match
142,142,rec-102-dup-0,rec-102-dup-1,1.0,Match
143,143,rec-102-dup-2,rec-102-dup-1,1.0,Match
144,144,rec-102-dup-3,rec-102-dup-0,1.0,Match
145,145,rec-102-dup-3,rec-102-dup-1,1.0,Match
146,146,rec-102-org,rec-102-dup-0,1.0,Match
147,147,rec-102-org,rec-102-dup-1,1.0,Match
148,148,rec-102-org,rec-102-dup-2,1.0,Match
149,149,rec-102-org,rec-102-dup-3,1.0,Match
150,150,rec-1020-org,rec-153-dup-0,0.0,Non-Match
151,151,rec-1020-org,rec-73-dup-1,0.0,Non-Match
152,152,rec-1020-org,rec-73-org,0.0,Non-Match
153,153,rec-1021-dup-0,rec-1021-org,1.0,Match
154,154,rec-1021-dup-0,rec-1962-org,0.0,Non-Match
155,155,rec-1022-dup-0,rec-1022-dup-1,1.0,Match
156,156,rec-1022-dup-0,rec-1022-dup-3,1.0,Match
157,157,rec-1022-dup-0,rec-1022-org,1.0,Match
158,158,rec-1022-dup-2,rec-1022-dup-0,1.0,Match
159,159,rec-1022-dup-2,rec-1022-dup-1,1.0,Match
160,160,rec-1022-dup-2,rec-1022-dup-3,1.0,Match
161,161,rec-1022-dup-2,rec-1022-dup-4,1.0,Match
162,162,rec-1022-dup-2,rec-1022-org,1.0,Match
163,163,rec-1022-dup-3,rec-1022-dup-1,1.0,Match
164,164,rec-1022-dup-4,rec-1022-dup-0,1.0,Match
165,165,rec-1022-dup-4,rec-1022-dup-1,1.0,Match
166,166,rec-1022-dup-4,rec-1022-dup-3,1.0,Match
167,167,rec-1022-dup-4,rec-1022-org,1.0,Match
168,168,rec-1022-org,rec-1022-dup-1,1.0,Match
169,169,rec-1022-org,rec-1022-dup-3,1.0,Match
170,170,rec-1023-org,rec-1540-dup-1,0.0,Non-Match
171,171,rec-1023-org,rec-638-org,0.0,Non-Match
172,172,rec-1025-org,rec-1277-dup-1,0.0,Non-Match
173,173,rec-1025-org,rec-137-org,0.0,Non-Match
174,174,rec-1025-org,rec-1803-org,0.0,Non-Match
175,175,rec-1025-org,rec-605-dup-0,0.0,Non-Match
176,176,rec-1025-org,rec-605-org,0.0,Non-Match
177,177,rec-1026-dup-0,rec-1026-org,1.0,Match
178,178,rec-1026-dup-1,rec-1026-dup-0,1.0,Match
179,179,rec-1026-dup-1,rec-1026-org,1.0,Match
180,180,rec-1028-dup-1,rec-1028-org,1.0,Match
181,181,rec-1028-org,rec-1028-dup-0,1.0,Match
182,182,rec-1029-dup-0,rec-1029-dup-3,1.0,Match
183,183,rec-1029-dup-0,rec-268-org,0.0,Non-Match
184,184,rec-1029-dup-0,rec-600-dup-0,0.0,Non-Match
185,185,rec-1029-dup-0,rec-600-org,0.0,Non-Match
186,186,rec-1029-dup-1,rec-1029-dup-0,1.0,Match
187,187,rec-1029-dup-1,rec-1029-dup-3,1.0,Match
188,188,rec-1029-dup-2,rec-1029-dup-0,1.0,Match
189,189,rec-1029-dup-2,rec-1029-dup-1,1.0,Match
190,190,rec-1029-dup-2,rec-1029-dup-3,1.0,Match
191,191,rec-1029-dup-4,rec-1029-dup-0,1.0,Match
192,192,rec-1029-dup-4,rec-1029-dup-1,1.0,Match
193,193,rec-1029-dup-4,rec-1029-dup-2,1.0,Match
194,194,rec-1029-dup-4,rec-1029-dup-3,1.0,Match
195,195,rec-1029-dup-4,rec-1868-org,0.0,Non-Match
196,196,rec-1029-dup-4,rec-268-org,0.0,Non-Match
197,197,rec-1029-dup-4,rec-600-dup-0,0.0,Non-Match
198,198,rec-1029-dup-4,rec-600-org,0.0,Non-Match
199,199,rec-1029-org,rec-1029-dup-0,1.0,Match
200,200,rec-1029-org,rec-1029-dup-1,1.0,Match
201,201,rec-1029-org,rec-1029-dup-2,1.0,Match
202,202,rec-1029-org,rec-1029-dup-3,1.0,Match
203,203,rec-1029-org,rec-1029-dup-4,1.0,Match
204,204,rec-1029-org,rec-1868-org,0.0,Non-Match
205,205,rec-1029-org,rec-268-org,0.0,Non-Match
206,206,rec-1029-org,rec-600-dup-0,0.0,Non-Match
207,207,rec-1029-org,rec-600-org,0.0,Non-Match
208,208,rec-103-dup-0,rec-103-org,1.0,Match
209,209,rec-103-dup-0,rec-98-org,0.0,Non-Match
210,210,rec-1030-org,rec-1489-dup-1,0.0,Non-Match
211,211,rec-1030-org,rec-263-org,0.0,Non-Match
212,212,rec-1032-org,rec-1032-dup-0,1.0,Match
213,213,rec-1033-org,rec-1033-dup-0,1.0,Match
214,214,rec-1034-dup-0,rec-1034-dup-1,1.0,Match
215,215,rec-1034-dup-0,rec-1034-dup-2,1.0,Match
216,216,rec-1034-dup-0,rec-1034-org,1.0,Match
217,217,rec-1034-dup-0,rec-529-dup-0,0.0,Non-Match
218,218,rec-1034-dup-0,rec-529-org,0.0,Non-Match
219,219,rec-1034-dup-1,rec-529-dup-0,0.0,Non-Match
220,220,rec-1034-dup-2,rec-1034-dup-1,1.0,Match
221,221,rec-1034-dup-2,rec-1034-org,1.0,Match
222,222,rec-1034-dup-2,rec-875-dup-0,0.0,Non-Match
223,223,rec-1034-dup-2,rec-875-org,0.0,Non-Match
224,224,rec-1034-org,rec-1034-dup-1,1.0,Match
225,225,rec-1034-org,rec-529-dup-0,0.0,Non-Match
226,226,rec-1035-dup-1,rec-1035-dup-0,1.0,Match
227,227,rec-1035-dup-2,rec-1035-dup-0,1.0,Match
228,228,rec-1035-dup-2,rec-1035-dup-1,1.0,Match
229,229,rec-1035-dup-2,rec-1035-dup-3,1.0,Match
230,230,rec-1035-dup-2,rec-1035-org,1.0,Match
231,231,rec-1035-dup-2,rec-389-org,0.0,Non-Match
232,232,rec-1035-dup-3,rec-1035-dup-0,1.0,Match
233,233,rec-1035-dup-3,rec-1035-dup-1,1.0,Match
234,234,rec-1035-org,rec-1035-dup-0,1.0,Match
235,235,rec-1035-org,rec-1035-dup-1,1.0,Match
236,236,rec-1035-org,rec-1035-dup-3,1.0,Match
237,237,rec-1036-dup-0,rec-1036-org,1.0,Match
238,238,rec-1036-dup-1,rec-1036-dup-0,1.0,Match
239,239,rec-1036-dup-1,rec-1036-org,1.0,Match
240,240,rec-1036-org,rec-1667-dup-0,0.0,Non-Match
241,241,rec-1036-org,rec-302-org,0.0,Non-Match
242,242,rec-1038-org,rec-575-dup-1,0.0,Non-Match
243,243,rec-1038-org,rec-575-dup-2,0.0,Non-Match
244,244,rec-1038-org,rec-575-dup-3,0.0,Non-Match
245,245,rec-1038-org,rec-575-org,0.0,Non-Match
246,246,rec-1038-org,rec-96-dup-0,0.0,Non-Match
247,247,rec-1038-org,rec-96-org,0.0,Non-Match
248,248,rec-1039-org,rec-1039-dup-0,1.0,Match
249,249,rec-104-org,rec-104-dup-0,1.0,Match
250,250,rec-104-org,rec-1143-dup-1,0.0,Non-Match
251,251,rec-104-org,rec-1174-org,0.0,Non-Match
252,252,rec-104-org,rec-1244-org,0.0,Non-Match
253,253,rec-1040-dup-0,rec-1040-dup-1,1.0,Match
254,254,rec-1040-dup-0,rec-1040-dup-2,1.0,Match
255,255,rec-1040-dup-1,rec-1040-dup-2,1.0,Match
256,256,rec-1040-org,rec-1040-dup-0,1.0,Match
257,257,rec-1040-org,rec-1040-dup-1,1.0,Match
258,258,rec-1040-org,rec-1040-dup-2,1.0,Match
259,259,rec-1041-dup-0,rec-1041-org,1.0,Match
260,260,rec-1041-dup-0,rec-307-org,0.0,Non-Match
261,261,rec-1042-dup-1,rec-1042-dup-0,1.0,Match
262,262,rec-1042-org,rec-1042-dup-0,1.0,Match
263,263,rec-1042-org,rec-1042-dup-1,1.0,Match
264,264,rec-1043-org,rec-1737-org,0.0,Non-Match
265,265,rec-1043-org,rec-1966-org,0.0,Non-Match
266,266,rec-1043-org,rec-1995-org,0.0,Non-Match
267,267,rec-1044-dup-0,rec-1044-dup-2,1.0,Match
268,268,rec-1044-dup-0,rec-1044-org,1.0,Match
269,269,rec-1044-dup-0,rec-1338-org,0.0,Non-Match
270,270,rec-1044-dup-1,rec-1044-dup-0,1.0,Match
271,271,rec-1044-dup-1,rec-1044-dup-2,1.0,Match
272,272,rec-1044-dup-1,rec-1044-org,1.0,Match
273,273,rec-1044-dup-1,rec-1338-dup-0,0.0,Non-Match
274,274,rec-1044-dup-1,rec-1338-org,0.0,Non-Match
275,275,rec-1044-dup-1,rec-60-org,0.0,Non-Match
276,276,rec-1044-dup-3,rec-1044-dup-0,1.0,Match
277,277,rec-1044-dup-3,rec-1044-dup-1,1.0,Match
278,278,rec-1044-dup-3,rec-1044-dup-2,1.0,Match
279,279,rec-1044-dup-3,rec-1044-org,1.0,Match
280,280,rec-1044-dup-3,rec-1338-dup-0,0.0,Non-Match
281,281,rec-1044-dup-3,rec-1338-org,0.0,Non-Match
282,282,rec-1044-dup-3,rec-60-org,0.0,Non-Match
283,283,rec-1044-org,rec-1044-dup-2,1.0,Match
284,284,rec-1044-org,rec-1338-org,0.0,Non-Match
285,285,rec-1045-org,rec-1063-org,0.0,Non-Match
286,286,rec-1045-org,rec-1775-dup-0,0.0,Non-Match
287,287,rec-1045-org,rec-619-dup-4,0.0,Non-Match
288,288,rec-1045-org,rec-619-org,0.0,Non-Match
289,289,rec-1047-dup-0,rec-1047-dup-1,1.0,Match
290,290,rec-1047-dup-0,rec-1047-org,1.0,Match
291,291,rec-1047-dup-0,rec-1471-org,0.0,Non-Match
292,292,rec-1047-dup-0,rec-1654-dup-0,0.0,Non-Match
293,293,rec-1047-dup-0,rec-1654-org,0.0,Non-Match
294,294,rec-1047-org,rec-1047-dup-1,1.0,Match
295,295,rec-1047-org,rec-1471-org,0.0,Non-Match
296,296,rec-1048-dup-0,rec-1048-dup-1,1.0,Match
297,297,rec-1048-dup-0,rec-1048-dup-2,1.0,Match
298,298,rec-1048-dup-0,rec-1648-dup-0,0.0,Non-Match
299,299,rec-1048-dup-0,rec-1648-dup-2,0.0,Non-Match
300,300,rec-1048-dup-0,rec-1648-org,0.0,Non-Match
301,301,rec-1048-dup-1,rec-1048-dup-2,1.0,Match
302,302,rec-1048-dup-2,rec-1648-dup-0,0.0,Non-Match
303,303,rec-1048-org,rec-1048-dup-0,1.0,Match
304,304,rec-1048-org,rec-1048-dup-1,1.0,Match
305,305,rec-1048-org,rec-1048-dup-2,1.0,Match
306,306,rec-1048-org,rec-1648-dup-0,0.0,Non-Match
307,307,rec-1048-org,rec-1648-dup-1,0.0,Non-Match
308,308,rec-1048-org,rec-1648-dup-2,0.0,Non-Match
309,309,rec-1048-org,rec-1648-org,0.0,Non-Match
310,310,rec-1048-org,rec-210-dup-1,0.0,Non-Match
311,311,rec-1048-org,rec-994-org,0.0,Non-Match
312,312,rec-1049-org,rec-1554-dup-0,0.0,Non-Match
313,313,rec-1049-org,rec-1554-org,0.0,Non-Match
314,314,rec-1049-org,rec-1723-dup-2,0.0,Non-Match
315,315,rec-105-dup-0,rec-105-dup-4,1.0,Match
316,316,rec-105-dup-0,rec-105-org,1.0,Match
317,317,rec-105-dup-1,rec-105-dup-0,1.0,Match
318,318,rec-105-dup-1,rec-105-dup-3,1.0,Match
319,319,rec-105-dup-1,rec-105-dup-4,1.0,Match
320,320,rec-105-dup-1,rec-105-org,1.0,Match
321,321,rec-105-dup-1,rec-1807-org,0.0,Non-Match
322,322,rec-105-dup-2,rec-105-dup-0,1.0,Match
323,323,rec-105-dup-2,rec-105-dup-4,1.0,Match
324,324,rec-105-dup-2,rec-105-org,1.0,Match
325,325,rec-105-dup-3,rec-105-dup-0,1.0,Match
326,326,rec-105-dup-3,rec-105-dup-2,1.0,Match
327,327,rec-105-dup-3,rec-105-dup-4,1.0,Match
328,328,rec-105-dup-3,rec-105-org,1.0,Match
329,329,rec-105-dup-3,rec-1807-org,0.0,Non-Match
330,330,rec-105-dup-4,rec-105-org,1.0,Match
331,331,rec-1050-dup-0,rec-1050-org,1.0,Match
332,332,rec-1050-dup-1,rec-1050-dup-0,1.0,Match
333,333,rec-1050-dup-1,rec-1050-org,1.0,Match
334,334,rec-1050-dup-1,rec-331-org,0.0,Non-Match
335,335,rec-1050-dup-1,rec-528-dup-0,0.0,Non-Match
336,336,rec-1050-dup-2,rec-1050-dup-0,1.0,Match
337,337,rec-1050-dup-2,rec-1050-dup-1,1.0,Match
338,338,rec-1050-dup-2,rec-1050-dup-3,1.0,Match
339,339,rec-1050-dup-2,rec-1050-org,1.0,Match
340,340,rec-1050-dup-3,rec-1050-dup-0,1.0,Match
341,341,rec-1050-dup-3,rec-1050-dup-1,1.0,Match
342,342,rec-1050-dup-3,rec-1050-org,1.0,Match
343,343,rec-1050-dup-3,rec-331-org,0.0,Non-Match
344,344,rec-1050-dup-3,rec-528-dup-0,0.0,Non-Match
345,345,rec-1051-dup-0,rec-1589-dup-0,0.0,Non-Match
346,346,rec-1051-dup-0,rec-1804-dup-0,0.0,Non-Match
347,347,rec-1051-dup-0,rec-1804-dup-2,0.0,Non-Match
348,348,rec-1051-dup-0,rec-1804-org,0.0,Non-Match
349,349,rec-1051-dup-0,rec-1977-org,0.0,Non-Match
350,350,rec-1051-dup-0,rec-530-dup-1,0.0,Non-Match
351,351,rec-1051-dup-0,rec-530-org,0.0,Non-Match
352,352,rec-1051-dup-0,rec-824-dup-0,0.0,Non-Match
353,353,rec-1051-dup-0,rec-824-dup-1,0.0,Non-Match
354,354,rec-1051-dup-0,rec-824-dup-2,0.0,Non-Match
355,355,rec-1051-dup-0,rec-824-dup-3,0.0,Non-Match
356,356,rec-1051-dup-0,rec-824-org,0.0,Non-Match
357,357,rec-1051-dup-0,rec-954-dup-2,0.0,Non-Match
358,358,rec-1051-dup-0,rec-954-dup-3,0.0,Non-Match
359,359,rec-1051-dup-0,rec-954-org,0.0,Non-Match
360,360,rec-1051-org,rec-1051-dup-0,1.0,Match
361,361,rec-1051-org,rec-1293-org,0.0,Non-Match
362,362,rec-1051-org,rec-1589-dup-0,0.0,Non-Match
363,363,rec-1051-org,rec-1804-dup-0,0.0,Non-Match
364,364,rec-1051-org,rec-1804-dup-2,0.0,Non-Match
365,365,rec-1051-org,rec-1804-org,0.0,Non-Match
366,366,rec-1051-org,rec-1977-org,0.0,Non-Match
367,367,rec-1051-org,rec-530-dup-0,0.0,Non-Match
368,368,rec-1051-org,rec-530-dup-1,0.0,Non-Match
369,369,rec-1051-org,rec-530-org,0.0,Non-Match
370,370,rec-1051-org,rec-824-dup-0,0.0,Non-Match
371,371,rec-1051-org,rec-824-dup-1,0.0,Non-Match
372,372,rec-1051-org,rec-824-dup-2,0.0,Non-Match
373,373,rec-1051-org,rec-824-dup-3,0.0,Non-Match
374,374,rec-1051-org,rec-824-org,0.0,Non-Match
375,375,rec-1051-org,rec-954-dup-0,0.0,Non-Match
376,376,rec-1051-org,rec-954-dup-1,0.0,Non-Match
377,377,rec-1051-org,rec-954-dup-2,0.0,Non-Match
378,378,rec-1051-org,rec-954-dup-3,0.0,Non-Match
379,379,rec-1051-org,rec-954-org,0.0,Non-Match
380,380,rec-1052-dup-0,rec-1052-dup-1,1.0,Match
381,381,rec-1052-org,rec-1052-dup-0,1.0,Match
382,382,rec-1052-org,rec-1052-dup-1,1.0,Match
383,383,rec-1053-org,rec-1285-org,0.0,Non-Match
384,384,rec-1054-dup-0,rec-1054-org,1.0,Match
385,385,rec-1056-dup-0,rec-1056-dup-1,1.0,Match
386,386,rec-1056-dup-0,rec-1931-dup-2,0.0,Non-Match
387,387,rec-1056-dup-1,rec-1737-org,0.0,Non-Match
388,388,rec-1056-dup-2,rec-1056-dup-0,1.0,Match
389,389,rec-1056-dup-2,rec-1056-dup-1,1.0,Match
390,390,rec-1056-dup-2,rec-1056-dup-3,1.0,Match
391,391,rec-1056-dup-2,rec-1056-dup-4,1.0,Match
392,392,rec-1056-dup-2,rec-1056-org,1.0,Match
393,393,rec-1056-dup-3,rec-1056-dup-0,1.0,Match
394,394,rec-1056-dup-3,rec-1056-dup-1,1.0,Match
395,395,rec-1056-dup-3,rec-1056-dup-4,1.0,Match
396,396,rec-1056-dup-4,rec-1056-dup-0,1.0,Match
397,397,rec-1056-dup-4,rec-1056-dup-1,1.0,Match
398,398,rec-1056-org,rec-1056-dup-0,1.0,Match
399,399,rec-1056-org,rec-1056-dup-1,1.0,Match
400,400,rec-1056-org,rec-1056-dup-3,1.0,Match
401,401,rec-1056-org,rec-1056-dup-4,1.0,Match
402,402,rec-1057-dup-0,rec-1057-dup-1,1.0,Match
403,403,rec-1057-dup-0,rec-1057-dup-2,1.0,Match
404,404,rec-1057-dup-0,rec-1057-org,1.0,Match
405,405,rec-1057-dup-1,rec-1057-dup-2,1.0,Match
406,406,rec-1057-org,rec-1057-dup-1,1.0,Match
407,407,rec-1057-org,rec-1057-dup-2,1.0,Match
408,408,rec-1058-dup-0,rec-1058-org,1.0,Match
409,409,rec-1058-dup-0,rec-1125-org,0.0,Non-Match
410,410,rec-1058-dup-0,rec-1694-dup-0,0.0,Non-Match
411,411,rec-1058-dup-0,rec-1694-dup-2,0.0,Non-Match
412,412,rec-1058-dup-0,rec-1694-org,0.0,Non-Match
413,413,rec-1058-dup-1,rec-1058-dup-0,1.0,Match
414,414,rec-1058-dup-1,rec-1058-org,1.0,Match
415,415,rec-1058-org,rec-1125-org,0.0,Non-Match
416,416,rec-1058-org,rec-1694-dup-2,0.0,Non-Match
417,417,rec-1058-org,rec-1694-org,0.0,Non-Match
418,418,rec-1059-org,rec-1545-org,0.0,Non-Match
419,419,rec-1059-org,rec-373-dup-1,0.0,Non-Match
420,420,rec-1059-org,rec-373-org,0.0,Non-Match
421,421,rec-1059-org,rec-443-dup-0,0.0,Non-Match
422,422,rec-1059-org,rec-443-dup-2,0.0,Non-Match
423,423,rec-106-dup-0,rec-106-dup-1,1.0,Match
424,424,rec-106-dup-0,rec-106-dup-2,1.0,Match
425,425,rec-106-dup-0,rec-106-org,1.0,Match
426,426,rec-106-dup-1,rec-106-dup-2,1.0,Match
427,427,rec-106-org,rec-106-dup-1,1.0,Match
428,428,rec-106-org,rec-106-dup-2,1.0,Match
429,429,rec-1061-dup-1,rec-1061-dup-0,1.0,Match
430,430,rec-1061-dup-1,rec-129-org,0.0,Non-Match
431,431,rec-1061-dup-1,rec-637-dup-1,0.0,Non-Match
432,432,rec-1061-org,rec-1061-dup-0,1.0,Match
433,433,rec-1061-org,rec-1061-dup-1,1.0,Match
434,434,rec-1062-dup-0,rec-1062-dup-1,1.0,Match
435,435,rec-1062-dup-0,rec-1062-dup-3,1.0,Match
436,436,rec-1062-dup-0,rec-1062-org,1.0,Match
437,437,rec-1062-dup-2,rec-1062-dup-0,1.0,Match
438,438,rec-1062-dup-2,rec-1062-dup-1,1.0,Match
