rec_id_1,rec_id_2,prob,Match
rec-1029-dup-0,rec-1029-dup-3,1.0,Match
rec-1029-dup-1,rec-1029-dup-0,1.0,Match
rec-1029-dup-1,rec-1029-dup-3,1.0,Match
rec-1029-dup-2,rec-1029-dup-0,1.0,Match
rec-1029-dup-2,rec-1029-dup-1,1.0,Match
rec-1029-dup-2,rec-1029-dup-3,1.0,Match
rec-1029-dup-4,rec-1029-dup-0,1.0,Match
rec-1029-dup-4,rec-1029-dup-1,1.0,Match
rec-1029-dup-4,rec-1029-dup-2,1.0,Match
rec-1029-dup-4,rec-1029-dup-3,1.0,Match
rec-1029-org,rec-1029-dup-0,1.0,Match
rec-1029-org,rec-1029-dup-1,1.0,Match
rec-1029-org,rec-1029-dup-2,1.0,Match
rec-1029-org,rec-1029-dup-3,1.0,Match
rec-1029-org,rec-1029-dup-4,1.0,Match
rec-103-dup-0,rec-103-org,1.0,Match
rec-1032-org,rec-1032-dup-0,1.0,Match
rec-1033-org,rec-1033-dup-0,1.0,Match
rec-1034-dup-0,rec-1034-dup-1,1.0,Match
rec-1034-dup-0,rec-1034-dup-2,1.0,Match
rec-1034-dup-0,rec-1034-org,1.0,Match
rec-1034-dup-2,rec-1034-dup-1,1.0,Match
rec-1034-dup-2,rec-1034-org,1.0,Match
rec-1034-org,rec-1034-dup-1,1.0,Match
rec-1035-dup-1,rec-1035-dup-0,1.0,Match
rec-1035-dup-2,rec-1035-dup-0,1.0,Match
rec-1035-dup-2,rec-1035-dup-1,1.0,Match
rec-1035-dup-2,rec-1035-dup-3,1.0,Match
rec-1035-dup-2,rec-1035-org,1.0,Match
rec-1035-dup-3,rec-1035-dup-0,1.0,Match
rec-1035-dup-3,rec-1035-dup-1,1.0,Match
rec-1035-org,rec-1035-dup-0,1.0,Match
rec-1035-org,rec-1035-dup-1,1.0,Match
rec-1035-org,rec-1035-dup-3,1.0,Match
rec-1036-dup-0,rec-1036-org,1.0,Match
rec-1036-dup-1,rec-1036-dup-0,1.0,Match
rec-1036-dup-1,rec-1036-org,1.0,Match
rec-1039-org,rec-1039-dup-0,1.0,Match
rec-104-org,rec-104-dup-0,1.0,Match
rec-1040-dup-0,rec-1040-dup-1,1.0,Match
rec-1040-dup-0,rec-1040-dup-2,1.0,Match
rec-1040-dup-1,rec-1040-dup-2,1.0,Match
rec-1040-org,rec-1040-dup-0,1.0,Match
rec-1040-org,rec-1040-dup-1,1.0,Match
rec-1040-org,rec-1040-dup-2,1.0,Match
rec-1041-dup-0,rec-1041-org,1.0,Match
rec-1042-dup-1,rec-1042-dup-0,1.0,Match
rec-1042-org,rec-1042-dup-0,1.0,Match
rec-1042-org,rec-1042-dup-1,1.0,Match
rec-1044-dup-0,rec-1044-dup-2,1.0,Match
rec-1044-dup-0,rec-1044-org,1.0,Match
rec-1044-dup-1,rec-1044-dup-0,1.0,Match
rec-1044-dup-1,rec-1044-dup-2,1.0,Match
rec-1044-dup-1,rec-1044-org,1.0,Match
rec-1044-dup-3,rec-1044-dup-0,1.0,Match
rec-1044-dup-3,rec-1044-dup-1,1.0,Match
rec-1044-dup-3,rec-1044-dup-2,1.0,Match
rec-1044-dup-3,rec-1044-org,1.0,Match
rec-1044-org,rec-1044-dup-2,1.0,Match
rec-1047-dup-0,rec-1047-dup-1,1.0,Match
rec-1047-dup-0,rec-1047-org,1.0,Match
rec-1047-org,rec-1047-dup-1,1.0,Match
rec-1048-dup-0,rec-1048-dup-1,1.0,Match
rec-1048-dup-0,rec-1048-dup-2,1.0,Match
rec-1048-dup-1,rec-1048-dup-2,1.0,Match
rec-1048-org,rec-1048-dup-0,1.0,Match
rec-1048-org,rec-1048-dup-1,1.0,Match
rec-1048-org,rec-1048-dup-2,1.0,Match
rec-105-dup-0,rec-105-dup-4,1.0,Match
rec-105-dup-0,rec-105-org,1.0,Match
rec-105-dup-1,rec-105-dup-0,1.0,Match
rec-105-dup-1,rec-105-dup-3,1.0,Match
rec-105-dup-1,rec-105-dup-4,1.0,Match
rec-105-dup-1,rec-105-org,1.0,Match
rec-105-dup-2,rec-105-dup-0,1.0,Match
rec-105-dup-2,rec-105-dup-4,1.0,Match
rec-105-dup-2,rec-105-org,1.0,Match
rec-105-dup-3,rec-105-dup-0,1.0,Match
rec-105-dup-3,rec-105-dup-2,1.0,Match
rec-105-dup-3,rec-105-dup-4,1.0,Match
rec-105-dup-3,rec-105-org,1.0,Match
rec-105-dup-4,rec-105-org,1.0,Match
rec-1050-dup-0,rec-1050-org,1.0,Match
rec-1050-dup-1,rec-1050-dup-0,1.0,Match
rec-1050-dup-1,rec-1050-org,1.0,Match
rec-1050-dup-2,rec-1050-dup-0,1.0,Match
rec-1050-dup-2,rec-1050-dup-1,1.0,Match
rec-1050-dup-2,rec-1050-dup-3,1.0,Match
rec-1050-dup-2,rec-1050-org,1.0,Match
rec-1050-dup-3,rec-1050-dup-0,1.0,Match
rec-1050-dup-3,rec-1050-dup-1,1.0,Match
rec-1050-dup-3,rec-1050-org,1.0,Match
rec-1051-org,rec-1051-dup-0,1.0,Match
rec-1052-dup-0,rec-1052-dup-1,1.0,Match
rec-1052-org,rec-1052-dup-0,1.0,Match
rec-1052-org,rec-1052-dup-1,1.0,Match
rec-1054-dup-0,rec-1054-org,1.0,Match
rec-1056-dup-0,rec-1056-dup-1,1.0,Match
rec-1056-dup-2,rec-1056-dup-0,1.0,Match
rec-1056-dup-2,rec-1056-dup-1,1.0,Match
rec-1056-dup-2,rec-1056-dup-3,1.0,Match
rec-1056-dup-2,rec-1056-dup-4,1.0,Match
rec-1056-dup-2,rec-1056-org,1.0,Match
rec-1056-dup-3,rec-1056-dup-0,1.0,Match
rec-1056-dup-3,rec-1056-dup-1,1.0,Match
rec-1056-dup-3,rec-1056-dup-4,1.0,Match
rec-1056-dup-4,rec-1056-dup-0,1.0,Match
rec-1056-dup-4,rec-1056-dup-1,1.0,Match
rec-1056-org,rec-1056-dup-0,1.0,Match
rec-1056-org,rec-1056-dup-1,1.0,Match
rec-1056-org,rec-1056-dup-3,1.0,Match
rec-1056-org,rec-1056-dup-4,1.0,Match
rec-1057-dup-0,rec-1057-dup-1,1.0,Match
rec-1057-dup-0,rec-1057-dup-2,1.0,Match
rec-1057-dup-0,rec-1057-org,1.0,Match
rec-1057-dup-1,rec-1057-dup-2,1.0,Match
rec-1057-org,rec-1057-dup-1,1.0,Match
rec-1057-org,rec-1057-dup-2,1.0,Match
rec-1058-dup-0,rec-1058-org,1.0,Match
rec-1058-dup-1,rec-1058-dup-0,1.0,Match
rec-1058-dup-1,rec-1058-org,1.0,Match
rec-106-dup-0,rec-106-dup-1,1.0,Match
rec-106-dup-0,rec-106-dup-2,1.0,Match
rec-106-dup-0,rec-106-org,1.0,Match
rec-106-dup-1,rec-106-dup-2,1.0,Match
rec-106-org,rec-106-dup-1,1.0,Match
rec-106-org,rec-106-dup-2,1.0,Match
rec-1061-dup-1,rec-1061-dup-0,1.0,Match
rec-1061-org,rec-1061-dup-0,1.0,Match
rec-1061-org,rec-1061-dup-1,1.0,Match
rec-1062-dup-0,rec-1062-dup-1,1.0,Match
rec-1062-dup-0,rec-1062-dup-3,1.0,Match
rec-1062-dup-0,rec-1062-org,1.0,Match
rec-1062-dup-2,rec-1062-dup-0,1.0,Match
rec-1062-dup-2,rec-1062-dup-1,1.0,Match
rec-1062-dup-2,rec-1062-dup-3,1.0,Match
rec-1062-dup-2,rec-1062-org,1.0,Match
rec-1062-dup-3,rec-1062-dup-1,1.0,Match
rec-1062-org,rec-1062-dup-1,1.0,Match
rec-1062-org,rec-1062-dup-3,1.0,Match
rec-1067-org,rec-1067-dup-0,1.0,Match
rec-1069-dup-0,rec-1069-org,1.0,Match
rec-1069-dup-1,rec-1069-dup-2,1.0,Match
rec-1069-dup-1,rec-1069-org,1.0,Match
rec-1069-dup-2,rec-1069-dup-0,1.0,Match
rec-1069-dup-2,rec-1069-org,1.0,Match
rec-107-dup-0,rec-107-dup-1,1.0,Match
rec-107-dup-2,rec-107-dup-0,1.0,Match
rec-107-dup-2,rec-107-dup-3,1.0,Match
rec-107-dup-2,rec-107-dup-4,1.0,Match
rec-107-dup-2,rec-107-org,1.0,Match
rec-107-dup-3,rec-107-dup-0,1.0,Match
rec-107-dup-3,rec-107-dup-1,1.0,Match
rec-107-dup-3,rec-107-dup-4,1.0,Match
rec-107-dup-3,rec-107-org,1.0,Match
rec-107-dup-4,rec-107-dup-0,1.0,Match
rec-107-dup-4,rec-107-dup-1,1.0,Match
rec-107-org,rec-107-dup-0,1.0,Match
rec-107-org,rec-107-dup-1,1.0,Match
rec-107-org,rec-107-dup-4,1.0,Match
rec-1070-org,rec-1070-dup-0,1.0,Match
rec-1071-dup-0,rec-1071-dup-1,1.0,Match
rec-1071-dup-2,rec-1071-dup-0,1.0,Match
rec-1071-dup-2,rec-1071-dup-1,1.0,Match
rec-1071-dup-4,rec-1071-dup-0,1.0,Match
rec-1071-dup-4,rec-1071-dup-1,1.0,Match
rec-1071-dup-4,rec-1071-dup-2,1.0,Match
rec-1071-dup-4,rec-1071-org,1.0,Match
rec-1071-org,rec-1071-dup-0,1.0,Match
rec-1071-org,rec-1071-dup-1,1.0,Match
rec-1071-org,rec-1071-dup-2,1.0,Match
rec-1072-dup-1,rec-1072-dup-0,1.0,Match
rec-1072-dup-1,rec-1072-dup-2,1.0,Match
rec-1072-dup-1,rec-1072-dup-3,1.0,Match
rec-1072-dup-2,rec-1072-dup-0,1.0,Match
rec-1072-dup-2,rec-1072-dup-3,1.0,Match
rec-1072-dup-3,rec-1072-dup-0,1.0,Match
rec-1072-org,rec-1072-dup-0,1.0,Match
rec-1072-org,rec-1072-dup-1,1.0,Match
rec-1072-org,rec-1072-dup-2,1.0,Match
rec-1072-org,rec-1072-dup-3,1.0,Match
rec-1073-dup-0,rec-1073-dup-1,1.0,Match
rec-1073-dup-0,rec-1073-dup-2,1.0,Match
rec-1073-dup-0,rec-1073-dup-3,1.0,Match
rec-1073-dup-0,rec-1073-org,1.0,Match
rec-1073-dup-2,rec-1073-dup-1,1.0,Match
rec-1073-dup-3,rec-1073-dup-1,1.0,Match
rec-1073-dup-3,rec-1073-dup-2,1.0,Match
rec-1073-org,rec-1073-dup-1,1.0,Match
rec-1073-org,rec-1073-dup-2,1.0,Match
rec-1073-org,rec-1073-dup-3,1.0,Match
rec-1075-dup-0,rec-1075-dup-1,1.0,Match
rec-1075-dup-0,rec-1075-org,1.0,Match
rec-1075-dup-1,rec-1075-org,1.0,Match
rec-1076-dup-0,rec-1076-dup-1,1.0,Match
rec-1076-dup-0,rec-1076-org,1.0,Match
rec-1076-org,rec-1076-dup-1,1.0,Match
rec-1077-org,rec-1077-dup-0,1.0,Match
rec-108-dup-0,rec-108-dup-1,1.0,Match
rec-108-dup-0,rec-108-org,1.0,Match
rec-108-dup-1,rec-108-org,1.0,Match
rec-108-dup-2,rec-108-dup-0,1.0,Match
rec-108-dup-2,rec-108-dup-1,1.0,Match
rec-108-dup-2,rec-108-org,1.0,Match
rec-1080-dup-1,rec-1080-dup-0,1.0,Match
rec-1080-dup-2,rec-1080-dup-0,1.0,Match
rec-1080-dup-2,rec-1080-dup-1,1.0,Match
rec-1080-dup-2,rec-1080-org,1.0,Match
rec-1080-org,rec-1080-dup-0,1.0,Match
rec-1080-org,rec-1080-dup-1,1.0,Match
rec-1081-dup-0,rec-1081-dup-1,1.0,Match
rec-1081-org,rec-1081-dup-0,1.0,Match
rec-1081-org,rec-1081-dup-1,1.0,Match
rec-1082-dup-0,rec-1082-org,1.0,Match
rec-1083-dup-0,rec-1083-dup-1,1.0,Match
rec-1083-dup-0,rec-1083-dup-2,1.0,Match
rec-1083-dup-0,rec-1083-org,1.0,Match
rec-1083-dup-1,rec-1083-dup-2,1.0,Match
rec-1083-dup-1,rec-1083-org,1.0,Match
rec-1083-dup-2,rec-1083-org,1.0,Match
rec-1084-dup-0,rec-1084-org,1.0,Match
rec-1084-dup-1,rec-1084-dup-0,1.0,Match
rec-1084-dup-1,rec-1084-org,1.0,Match
rec-1085-dup-0,rec-1085-dup-1,1.0,Match
rec-1085-org,rec-1085-dup-0,1.0,Match
rec-1085-org,rec-1085-dup-1,1.0,Match
rec-1086-dup-0,rec-1086-org,1.0,Match
rec-1087-dup-0,rec-1087-dup-1,1.0,Match
rec-1087-dup-0,rec-1087-dup-2,1.0,Match
rec-1087-dup-0,rec-1087-dup-3,1.0,Match
rec-1087-dup-0,rec-1087-org,1.0,Match
rec-1087-dup-1,rec-1087-dup-3,1.0,Match
rec-1087-dup-2,rec-1087-dup-1,1.0,Match
rec-1087-dup-2,rec-1087-dup-3,1.0,Match
rec-1087-dup-2,rec-1087-org,1.0,Match
rec-1087-org,rec-1087-dup-1,1.0,Match
rec-1087-org,rec-1087-dup-3,1.0,Match
rec-109-dup-0,rec-109-dup-1,1.0,Match
rec-109-dup-0,rec-109-dup-2,1.0,Match
rec-109-dup-0,rec-109-org,1.0,Match
rec-109-dup-1,rec-109-dup-2,1.0,Match
rec-109-dup-1,rec-109-org,1.0,Match
rec-109-org,rec-109-dup-2,1.0,Match
rec-1091-dup-1,rec-1091-dup-0,1.0,Match
rec-1091-dup-1,rec-1091-dup-2,1.0,Match
rec-1091-dup-1,rec-1091-org,1.0,Match
rec-1091-dup-2,rec-1091-dup-0,1.0,Match
rec-1091-dup-2,rec-1091-org,1.0,Match
rec-1091-org,rec-1091-dup-0,1.0,Match
rec-1092-dup-0,rec-1092-dup-1,1.0,Match
rec-1092-dup-2,rec-1092-dup-0,1.0,Match
rec-1092-dup-2,rec-1092-dup-1,1.0,Match
rec-1092-org,rec-1092-dup-0,1.0,Match
rec-1092-org,rec-1092-dup-1,1.0,Match
rec-1092-org,rec-1092-dup-2,1.0,Match
rec-1094-dup-0,rec-1094-dup-1,1.0,Match
rec-1094-dup-0,rec-1094-org,1.0,Match
rec-1094-org,rec-1094-dup-1,1.0,Match
rec-1095-dup-0,rec-1095-org,1.0,Match
rec-1097-dup-0,rec-1097-dup-2,1.0,Match
rec-1097-dup-1,rec-1097-dup-0,1.0,Match
rec-1097-dup-1,rec-1097-dup-2,1.0,Match
rec-1097-dup-3,rec-1097-dup-0,1.0,Match
rec-1097-dup-3,rec-1097-dup-1,1.0,Match
rec-1097-dup-3,rec-1097-dup-2,1.0,Match
rec-1097-dup-3,rec-1097-org,1.0,Match
rec-1097-org,rec-1097-dup-0,1.0,Match
rec-1097-org,rec-1097-dup-1,1.0,Match
rec-1097-org,rec-1097-dup-2,1.0,Match
rec-1099-org,rec-1099-dup-0,1.0,Match
rec-1100-dup-0,rec-1100-dup-1,1.0,Match
rec-1100-dup-0,rec-1100-dup-2,1.0,Match
rec-1100-dup-0,rec-1100-org,1.0,Match
rec-1100-dup-2,rec-1100-dup-1,1.0,Match
rec-1100-dup-3,rec-1100-dup-0,1.0,Match
rec-1100-dup-3,rec-1100-dup-1,1.0,Match
rec-1100-dup-3,rec-1100-dup-2,1.0,Match
rec-1100-dup-3,rec-1100-org,1.0,Match
rec-1100-dup-4,rec-1100-dup-0,1.0,Match
rec-1100-dup-4,rec-1100-dup-1,1.0,Match
rec-1100-dup-4,rec-1100-dup-2,1.0,Match
rec-1100-dup-4,rec-1100-dup-3,1.0,Match
rec-1100-dup-4,rec-1100-org,1.0,Match
rec-1100-org,rec-1100-dup-1,1.0,Match
rec-1100-org,rec-1100-dup-2,1.0,Match
rec-1102-dup-1,rec-1102-dup-0,1.0,Match
rec-1102-dup-1,rec-1102-org,1.0,Match
rec-1102-org,rec-1102-dup-0,1.0,Match
rec-1103-dup-0,rec-1103-dup-1,1.0,Match
rec-1103-dup-0,rec-1103-dup-3,1.0,Match
rec-1103-dup-1,rec-1103-dup-3,1.0,Match
rec-1103-dup-2,rec-1103-dup-0,1.0,Match
rec-1103-dup-2,rec-1103-dup-1,1.0,Match
rec-1103-dup-2,rec-1103-dup-3,1.0,Match
rec-1103-dup-2,rec-1103-dup-4,1.0,Match
rec-1103-dup-2,rec-1103-org,1.0,Match
rec-1103-dup-4,rec-1103-dup-0,1.0,Match
rec-1103-dup-4,rec-1103-dup-1,1.0,Match
rec-1103-dup-4,rec-1103-dup-3,1.0,Match
rec-1103-dup-4,rec-1103-org,1.0,Match
rec-1103-org,rec-1103-dup-0,1.0,Match
rec-1103-org,rec-1103-dup-1,1.0,Match
rec-1103-org,rec-1103-dup-3,1.0,Match
rec-1104-dup-0,rec-1104-org,1.0,Match
rec-1104-dup-1,rec-1104-dup-0,1.0,Match
rec-1104-dup-1,rec-1104-org,1.0,Match
rec-1105-dup-0,rec-1105-dup-1,1.0,Match
rec-1105-dup-0,rec-1105-dup-2,1.0,Match
rec-1105-dup-0,rec-1105-org,1.0,Match
rec-1105-dup-1,rec-1105-dup-2,1.0,Match
rec-1105-dup-1,rec-1105-org,1.0,Match
rec-1105-org,rec-1105-dup-2,1.0,Match
rec-1108-org,rec-1108-dup-0,1.0,Match
rec-1109-dup-0,rec-1109-dup-1,1.0,Match
rec-1109-dup-0,rec-1109-dup-2,1.0,Match
rec-1109-dup-0,rec-1109-dup-3,1.0,Match
rec-1109-dup-0,rec-1109-dup-4,1.0,Match
rec-1109-dup-0,rec-1109-org,1.0,Match
rec-1109-dup-1,rec-1109-dup-2,1.0,Match
rec-1109-dup-1,rec-1109-dup-3,1.0,Match
rec-1109-dup-1,rec-1109-org,1.0,Match
rec-1109-dup-2,rec-1109-dup-3,1.0,Match
rec-1109-dup-2,rec-1109-org,1.0,Match
rec-1109-dup-3,rec-1109-org,1.0,Match
rec-1109-dup-4,rec-1109-dup-1,1.0,Match
rec-1109-dup-4,rec-1109-dup-2,1.0,Match
rec-1109-dup-4,rec-1109-dup-3,1.0,Match
rec-1109-dup-4,rec-1109-org,1.0,Match
rec-111-dup-0,rec-111-org,1.0,Match
rec-1111-dup-0,rec-1111-dup-2,1.0,Match
rec-1111-dup-0,rec-1111-dup-4,1.0,Match
rec-1111-dup-1,rec-1111-dup-0,1.0,Match
rec-1111-dup-1,rec-1111-dup-2,1.0,Match
rec-1111-dup-1,rec-1111-dup-4,1.0,Match
rec-1111-dup-3,rec-1111-dup-0,1.0,Match
rec-1111-dup-3,rec-1111-dup-1,1.0,Match
rec-1111-dup-3,rec-1111-dup-2,1.0,Match
rec-1111-dup-3,rec-1111-dup-4,1.0,Match
rec-1111-dup-3,rec-1111-org,1.0,Match
rec-1111-dup-4,rec-1111-dup-2,1.0,Match
rec-1111-org,rec-1111-dup-0,1.0,Match
rec-1111-org,rec-1111-dup-1,1.0,Match
rec-1111-org,rec-1111-dup-2,1.0,Match
rec-1111-org,rec-1111-dup-4,1.0,Match
rec-1113-dup-0,rec-1113-dup-1,1.0,Match
rec-1113-dup-0,rec-1113-dup-2,1.0,Match
rec-1113-dup-1,rec-1113-dup-2,1.0,Match
rec-1113-org,rec-1113-dup-0,1.0,Match
rec-1113-org,rec-1113-dup-1,1.0,Match
rec-1113-org,rec-1113-dup-2,1.0,Match
rec-1114-dup-0,rec-1114-dup-1,1.0,Match
rec-1114-dup-0,rec-1114-dup-3,1.0,Match
rec-1114-dup-0,rec-1114-org,1.0,Match
rec-1114-dup-1,rec-1114-org,1.0,Match
rec-1114-dup-2,rec-1114-dup-0,1.0,Match
rec-1114-dup-2,rec-1114-dup-1,1.0,Match
rec-1114-dup-2,rec-1114-dup-3,1.0,Match
rec-1114-dup-2,rec-1114-org,1.0,Match
rec-1114-dup-3,rec-1114-dup-1,1.0,Match
rec-1114-dup-3,rec-1114-org,1.0,Match
rec-1115-dup-1,rec-1115-dup-0,1.0,Match
rec-1115-org,rec-1115-dup-0,1.0,Match
rec-1115-org,rec-1115-dup-1,1.0,Match
rec-1117-dup-1,rec-1117-dup-0,1.0,Match
rec-1117-dup-1,rec-1117-dup-2,1.0,Match
rec-1117-dup-1,rec-1117-dup-3,1.0,Match
rec-1117-dup-1,rec-1117-org,1.0,Match
rec-1117-dup-2,rec-1117-dup-0,1.0,Match
rec-1117-dup-3,rec-1117-dup-0,1.0,Match
rec-1117-dup-3,rec-1117-dup-2,1.0,Match
rec-1117-org,rec-1117-dup-0,1.0,Match
rec-1117-org,rec-1117-dup-2,1.0,Match
rec-1117-org,rec-1117-dup-3,1.0,Match
rec-1119-org,rec-1119-dup-0,1.0,Match
rec-1121-org,rec-1121-dup-0,1.0,Match
rec-1124-dup-1,rec-1124-dup-0,1.0,Match
rec-1124-dup-1,rec-1124-dup-2,1.0,Match
rec-1124-dup-1,rec-1124-dup-3,1.0,Match
rec-1124-dup-1,rec-1124-dup-4,1.0,Match
rec-1124-dup-2,rec-1124-dup-0,1.0,Match
rec-1124-dup-2,rec-1124-dup-3,1.0,Match
rec-1124-dup-3,rec-1124-dup-0,1.0,Match
rec-1124-dup-4,rec-1124-dup-0,1.0,Match
rec-1124-dup-4,rec-1124-dup-2,1.0,Match
rec-1124-dup-4,rec-1124-dup-3,1.0,Match
rec-1124-org,rec-1124-dup-0,1.0,Match
rec-1124-org,rec-1124-dup-1,1.0,Match
rec-1124-org,rec-1124-dup-2,1.0,Match
rec-1124-org,rec-1124-dup-3,1.0,Match
rec-1124-org,rec-1124-dup-4,1.0,Match
rec-1126-dup-0,rec-1126-dup-1,1.0,Match
rec-1126-dup-0,rec-1126-dup-2,1.0,Match
rec-1126-dup-0,rec-1126-dup-4,1.0,Match
rec-1126-dup-2,rec-1126-dup-1,1.0,Match
rec-1126-dup-3,rec-1126-dup-0,1.0,Match
rec-1126-dup-3,rec-1126-dup-1,1.0,Match
rec-1126-dup-3,rec-1126-dup-2,1.0,Match
rec-1126-dup-3,rec-1126-dup-4,1.0,Match
rec-1126-dup-4,rec-1126-dup-1,1.0,Match
rec-1126-dup-4,rec-1126-dup-2,1.0,Match
rec-1126-org,rec-1126-dup-0,1.0,Match
rec-1126-org,rec-1126-dup-1,1.0,Match
rec-1126-org,rec-1126-dup-2,1.0,Match
rec-1126-org,rec-1126-dup-3,1.0,Match
rec-1126-org,rec-1126-dup-4,1.0,Match
rec-1127-dup-2,rec-1127-dup-0,1.0,Match
rec-1127-dup-2,rec-1127-org,1.0,Match
rec-1127-org,rec-1127-dup-0,1.0,Match
rec-1128-dup-0,rec-1128-dup-2,0.969,Match
rec-1128-dup-0,rec-1128-dup-3,1.0,Match
rec-1128-dup-0,rec-1128-dup-4,1.0,Match
rec-1128-dup-0,rec-1128-org,1.0,Match
rec-1128-dup-1,rec-1128-dup-0,1.0,Match
