rec_id_1,rec_id_2,prob
rec-1007-dup-3,rec-1007-dup-0,1.0
rec-1007-dup-3,rec-1007-dup-1,1.0
rec-1007-dup-3,rec-1007-dup-2,1.0
rec-1007-dup-3,rec-1007-org,1.0
rec-1007-org,rec-1007-dup-0,1.0
rec-1007-org,rec-1007-dup-2,1.0
rec-1009-dup-0,rec-1009-dup-2,1.0
rec-1009-dup-0,rec-1009-org,1.0
rec-1009-dup-0,rec-466-org,0.0
rec-1009-dup-1,rec-1009-dup-0,1.0
rec-1009-dup-1,rec-1009-dup-2,1.0
rec-1009-dup-1,rec-1009-org,1.0
rec-1009-dup-2,rec-1009-org,1.0
rec-1011-dup-0,rec-1011-dup-1,1.0
rec-1011-dup-0,rec-224-org,0.0
rec-1011-dup-0,rec-799-dup-2,0.0
rec-1011-dup-0,rec-799-org,0.0
rec-1011-dup-1,rec-1815-org,0.0
rec-1011-dup-2,rec-1011-dup-0,1.0
rec-1011-dup-2,rec-1011-dup-1,1.0
rec-1011-dup-2,rec-1011-org,1.0
rec-1011-dup-2,rec-1815-dup-0,0.0
rec-1011-dup-2,rec-1815-dup-2,0.0
rec-1011-dup-2,rec-1815-org,0.0
rec-1011-org,rec-1011-dup-0,1.0
rec-1011-org,rec-1011-dup-1,1.0
rec-1011-org,rec-1815-dup-0,0.0
rec-1011-org,rec-1815-dup-2,0.0
rec-1011-org,rec-1815-org,0.0
rec-1012-dup-0,rec-1012-org,1.0
rec-1012-dup-0,rec-1127-dup-2,0.003
rec-1012-dup-0,rec-1127-org,0.003
rec-1012-dup-0,rec-1155-dup-2,0.0
rec-1012-dup-0,rec-1155-dup-3,0.0
rec-1012-dup-0,rec-1155-org,0.0
rec-1012-dup-0,rec-1234-dup-0,0.0
rec-1012-dup-1,rec-1012-dup-0,1.0
rec-1012-dup-1,rec-1012-org,1.0
rec-1012-dup-1,rec-1127-dup-2,0.003
rec-1012-dup-1,rec-1127-org,0.003
rec-1012-dup-1,rec-1155-dup-2,0.0
rec-1012-dup-1,rec-1155-dup-3,0.0
rec-1012-dup-1,rec-1155-org,0.0
rec-1012-dup-1,rec-1234-dup-0,0.0
rec-1012-dup-2,rec-1012-dup-0,1.0
rec-1012-dup-2,rec-1012-dup-1,1.0
rec-1012-dup-2,rec-1012-org,1.0
rec-1012-org,rec-1155-dup-2,0.0
rec-1012-org,rec-1155-dup-3,0.0
rec-1012-org,rec-1155-org,0.0
rec-1013-org,rec-1688-org,0.0
rec-1013-org,rec-773-dup-1,0.0
rec-1014-dup-0,rec-1014-dup-2,1.0
rec-1014-dup-1,rec-1014-dup-0,1.0
rec-1014-dup-1,rec-1014-dup-2,1.0
rec-1014-dup-1,rec-1014-org,1.0
rec-1014-dup-1,rec-1132-org,0.0
rec-1014-dup-1,rec-437-dup-0,0.0
rec-1014-dup-1,rec-437-org,0.0
rec-1014-dup-1,rec-739-dup-0,0.0
rec-1014-dup-1,rec-739-org,0.0
rec-1014-org,rec-1014-dup-0,1.0
rec-1014-org,rec-1014-dup-2,1.0
rec-1014-org,rec-1132-org,0.0
rec-1016-org,rec-1094-dup-0,0.0
rec-1016-org,rec-1094-dup-1,0.0
rec-1016-org,rec-1094-org,0.0
rec-1017-dup-0,rec-187-dup-1,0.0
rec-1017-dup-0,rec-187-dup-4,0.0
rec-1017-org,rec-1017-dup-0,1.0
rec-1017-org,rec-1760-dup-0,0.0
rec-1017-org,rec-187-dup-1,0.0
rec-1017-org,rec-187-dup-4,0.0
rec-1018-org,rec-1439-org,0.0
rec-102-dup-0,rec-102-dup-1,1.0
rec-102-dup-2,rec-102-dup-1,1.0
rec-102-dup-3,rec-102-dup-0,1.0
rec-102-dup-3,rec-102-dup-1,1.0
rec-102-org,rec-102-dup-0,1.0
rec-102-org,rec-102-dup-1,1.0
rec-102-org,rec-102-dup-2,1.0
rec-102-org,rec-102-dup-3,1.0
rec-1020-org,rec-153-dup-0,0.0
rec-1020-org,rec-73-dup-1,0.0
rec-1020-org,rec-73-org,0.0
rec-1021-dup-0,rec-1021-org,1.0
rec-1021-dup-0,rec-1962-org,0.0
rec-1022-dup-0,rec-1022-dup-1,1.0
rec-1022-dup-0,rec-1022-dup-3,1.0
rec-1022-dup-0,rec-1022-org,1.0
rec-1022-dup-2,rec-1022-dup-0,1.0
rec-1022-dup-2,rec-1022-dup-1,1.0
rec-1022-dup-2,rec-1022-dup-3,1.0
rec-1022-dup-2,rec-1022-dup-4,1.0
rec-1022-dup-2,rec-1022-org,1.0
rec-1022-dup-3,rec-1022-dup-1,1.0
rec-1022-dup-4,rec-1022-dup-0,1.0
rec-1022-dup-4,rec-1022-dup-1,1.0
rec-1022-dup-4,rec-1022-dup-3,1.0
rec-1022-dup-4,rec-1022-org,1.0
rec-1022-org,rec-1022-dup-1,1.0
rec-1022-org,rec-1022-dup-3,1.0
rec-1023-org,rec-1540-dup-1,0.0
rec-1023-org,rec-638-org,0.0
rec-1025-org,rec-1277-dup-1,0.0
rec-1025-org,rec-137-org,0.0
rec-1025-org,rec-1803-org,0.0
rec-1025-org,rec-605-dup-0,0.0
rec-1025-org,rec-605-org,0.0
rec-1026-dup-0,rec-1026-org,1.0
rec-1026-dup-1,rec-1026-dup-0,1.0
rec-1026-dup-1,rec-1026-org,1.0
rec-1028-dup-1,rec-1028-org,1.0
rec-1028-org,rec-1028-dup-0,1.0
rec-1029-dup-0,rec-1029-dup-3,1.0
rec-1029-dup-0,rec-268-org,0.0
rec-1029-dup-0,rec-600-dup-0,0.0
rec-1029-dup-0,rec-600-org,0.0
rec-1029-dup-1,rec-1029-dup-0,1.0
rec-1029-dup-1,rec-1029-dup-3,1.0
rec-1029-dup-2,rec-1029-dup-0,1.0
rec-1029-dup-2,rec-1029-dup-1,1.0
rec-1029-dup-2,rec-1029-dup-3,1.0
rec-1029-dup-4,rec-1029-dup-0,1.0
rec-1029-dup-4,rec-1029-dup-1,1.0
rec-1029-dup-4,rec-1029-dup-2,1.0
rec-1029-dup-4,rec-1029-dup-3,1.0
rec-1029-dup-4,rec-1868-org,0.0
rec-1029-dup-4,rec-268-org,0.0
rec-1029-dup-4,rec-600-dup-0,0.0
rec-1029-dup-4,rec-600-org,0.0
rec-1029-org,rec-1029-dup-0,1.0
rec-1029-org,rec-1029-dup-1,1.0
rec-1029-org,rec-1029-dup-2,1.0
rec-1029-org,rec-1029-dup-3,1.0
rec-1029-org,rec-1029-dup-4,1.0
rec-1029-org,rec-1868-org,0.0
rec-1029-org,rec-268-org,0.0
rec-1029-org,rec-600-dup-0,0.0
rec-1029-org,rec-600-org,0.0
rec-103-dup-0,rec-103-org,1.0
rec-103-dup-0,rec-98-org,0.0
rec-1030-org,rec-1489-dup-1,0.0
rec-1030-org,rec-263-org,0.0
rec-1032-org,rec-1032-dup-0,1.0
rec-1033-org,rec-1033-dup-0,1.0
rec-1034-dup-0,rec-1034-dup-1,1.0
rec-1034-dup-0,rec-1034-dup-2,1.0
rec-1034-dup-0,rec-1034-org,1.0
rec-1034-dup-0,rec-529-dup-0,0.0
rec-1034-dup-0,rec-529-org,0.0
rec-1034-dup-1,rec-529-dup-0,0.0
rec-1034-dup-2,rec-1034-dup-1,1.0
rec-1034-dup-2,rec-1034-org,1.0
rec-1034-dup-2,rec-875-dup-0,0.0
rec-1034-dup-2,rec-875-org,0.0
rec-1034-org,rec-1034-dup-1,1.0
rec-1034-org,rec-529-dup-0,0.0
rec-1035-dup-1,rec-1035-dup-0,1.0
rec-1035-dup-2,rec-1035-dup-0,1.0
rec-1035-dup-2,rec-1035-dup-1,1.0
rec-1035-dup-2,rec-1035-dup-3,1.0
rec-1035-dup-2,rec-1035-org,1.0
rec-1035-dup-2,rec-389-org,0.0
rec-1035-dup-3,rec-1035-dup-0,1.0
rec-1035-dup-3,rec-1035-dup-1,1.0
rec-1035-org,rec-1035-dup-0,1.0
rec-1035-org,rec-1035-dup-1,1.0
rec-1035-org,rec-1035-dup-3,1.0
rec-1036-dup-0,rec-1036-org,1.0
rec-1036-dup-1,rec-1036-dup-0,1.0
rec-1036-dup-1,rec-1036-org,1.0
rec-1036-org,rec-1667-dup-0,0.0
rec-1036-org,rec-302-org,0.0
rec-1038-org,rec-575-dup-1,0.0
rec-1038-org,rec-575-dup-2,0.0
rec-1038-org,rec-575-dup-3,0.0
rec-1038-org,rec-575-org,0.0
rec-1038-org,rec-96-dup-0,0.0
rec-1038-org,rec-96-org,0.0
rec-1039-org,rec-1039-dup-0,1.0
rec-104-org,rec-104-dup-0,1.0
rec-104-org,rec-1143-dup-1,0.0
rec-104-org,rec-1174-org,0.0
rec-104-org,rec-1244-org,0.0
rec-1040-dup-0,rec-1040-dup-1,1.0
rec-1040-dup-0,rec-1040-dup-2,1.0
rec-1040-dup-1,rec-1040-dup-2,1.0
rec-1040-org,rec-1040-dup-0,1.0
rec-1040-org,rec-1040-dup-1,1.0
rec-1040-org,rec-1040-dup-2,1.0
rec-1041-dup-0,rec-1041-org,1.0
rec-1041-dup-0,rec-307-org,0.0
rec-1042-dup-1,rec-1042-dup-0,1.0
rec-1042-org,rec-1042-dup-0,1.0
rec-1042-org,rec-1042-dup-1,1.0
rec-1043-org,rec-1737-org,0.0
rec-1043-org,rec-1966-org,0.0
rec-1043-org,rec-1995-org,0.0
rec-1044-dup-0,rec-1044-dup-2,1.0
rec-1044-dup-0,rec-1044-org,1.0
rec-1044-dup-0,rec-1338-org,0.0
rec-1044-dup-1,rec-1044-dup-0,1.0
rec-1044-dup-1,rec-1044-dup-2,1.0
rec-1044-dup-1,rec-1044-org,1.0
rec-1044-dup-1,rec-1338-dup-0,0.0
rec-1044-dup-1,rec-1338-org,0.0
rec-1044-dup-1,rec-60-org,0.0
rec-1044-dup-3,rec-1044-dup-0,1.0
rec-1044-dup-3,rec-1044-dup-1,1.0
rec-1044-dup-3,rec-1044-dup-2,1.0
rec-1044-dup-3,rec-1044-org,1.0
rec-1044-dup-3,rec-1338-dup-0,0.0
rec-1044-dup-3,rec-1338-org,0.0
rec-1044-dup-3,rec-60-org,0.0
rec-1044-org,rec-1044-dup-2,1.0
rec-1044-org,rec-1338-org,0.0
rec-1045-org,rec-1063-org,0.0
rec-1045-org,rec-1775-dup-0,0.0
rec-1045-org,rec-619-dup-4,0.0
rec-1045-org,rec-619-org,0.0
rec-1047-dup-0,rec-1047-dup-1,1.0
rec-1047-dup-0,rec-1047-org,1.0
rec-1047-dup-0,rec-1471-org,0.0
rec-1047-dup-0,rec-1654-dup-0,0.0
rec-1047-dup-0,rec-1654-org,0.0
rec-1047-org,rec-1047-dup-1,1.0
rec-1047-org,rec-1471-org,0.0
rec-1048-dup-0,rec-1048-dup-1,1.0
rec-1048-dup-0,rec-1048-dup-2,1.0
rec-1048-dup-0,rec-1648-dup-0,0.0
rec-1048-dup-0,rec-1648-dup-2,0.0
rec-1048-dup-0,rec-1648-org,0.0
rec-1048-dup-1,rec-1048-dup-2,1.0
rec-1048-dup-2,rec-1648-dup-0,0.0
rec-1048-org,rec-1048-dup-0,1.0
rec-1048-org,rec-1048-dup-1,1.0
rec-1048-org,rec-1048-dup-2,1.0
rec-1048-org,rec-1648-dup-0,0.0
rec-1048-org,rec-1648-dup-1,0.0
rec-1048-org,rec-1648-dup-2,0.0
rec-1048-org,rec-1648-org,0.0
rec-1048-org,rec-210-dup-1,0.0
rec-1048-org,rec-994-org,0.0
rec-1049-org,rec-1554-dup-0,0.0
rec-1049-org,rec-1554-org,0.0
rec-1049-org,rec-1723-dup-2,0.0
rec-105-dup-0,rec-105-dup-4,1.0
rec-105-dup-0,rec-105-org,1.0
rec-105-dup-1,rec-105-dup-0,1.0
rec-105-dup-1,rec-105-dup-3,1.0
rec-105-dup-1,rec-105-dup-4,1.0
rec-105-dup-1,rec-105-org,1.0
rec-105-dup-1,rec-1807-org,0.0
rec-105-dup-2,rec-105-dup-0,1.0
rec-105-dup-2,rec-105-dup-4,1.0
rec-105-dup-2,rec-105-org,1.0
rec-105-dup-3,rec-105-dup-0,1.0
rec-105-dup-3,rec-105-dup-2,1.0
rec-105-dup-3,rec-105-dup-4,1.0
rec-105-dup-3,rec-105-org,1.0
rec-105-dup-3,rec-1807-org,0.0
rec-105-dup-4,rec-105-org,1.0
rec-1050-dup-0,rec-1050-org,1.0
rec-1050-dup-1,rec-1050-dup-0,1.0
rec-1050-dup-1,rec-1050-org,1.0
rec-1050-dup-1,rec-331-org,0.0
rec-1050-dup-1,rec-528-dup-0,0.0
rec-1050-dup-2,rec-1050-dup-0,1.0
rec-1050-dup-2,rec-1050-dup-1,1.0
rec-1050-dup-2,rec-1050-dup-3,1.0
rec-1050-dup-2,rec-1050-org,1.0
rec-1050-dup-3,rec-1050-dup-0,1.0
rec-1050-dup-3,rec-1050-dup-1,1.0
rec-1050-dup-3,rec-1050-org,1.0
rec-1050-dup-3,rec-331-org,0.0
rec-1050-dup-3,rec-528-dup-0,0.0
rec-1051-dup-0,rec-1589-dup-0,0.0
rec-1051-dup-0,rec-1804-dup-0,0.0
rec-1051-dup-0,rec-1804-dup-2,0.0
rec-1051-dup-0,rec-1804-org,0.0
rec-1051-dup-0,rec-1977-org,0.0
rec-1051-dup-0,rec-530-dup-1,0.0
rec-1051-dup-0,rec-530-org,0.0
rec-1051-dup-0,rec-824-dup-0,0.0
rec-1051-dup-0,rec-824-dup-1,0.0
rec-1051-dup-0,rec-824-dup-2,0.0
rec-1051-dup-0,rec-824-dup-3,0.0
rec-1051-dup-0,rec-824-org,0.0
rec-1051-dup-0,rec-954-dup-2,0.0
rec-1051-dup-0,rec-954-dup-3,0.0
rec-1051-dup-0,rec-954-org,0.0
rec-1051-org,rec-1051-dup-0,1.0
rec-1051-org,rec-1293-org,0.0
rec-1051-org,rec-1589-dup-0,0.0
rec-1051-org,rec-1804-dup-0,0.0
rec-1051-org,rec-1804-dup-2,0.0
rec-1051-org,rec-1804-org,0.0
rec-1051-org,rec-1977-org,0.0
rec-1051-org,rec-530-dup-0,0.0
rec-1051-org,rec-530-dup-1,0.0
rec-1051-org,rec-530-org,0.0
rec-1051-org,rec-824-dup-0,0.0
rec-1051-org,rec-824-dup-1,0.0
rec-1051-org,rec-824-dup-2,0.0
rec-1051-org,rec-824-dup-3,0.0
rec-1051-org,rec-824-org,0.0
rec-1051-org,rec-954-dup-0,0.0
rec-1051-org,rec-954-dup-1,0.0
rec-1051-org,rec-954-dup-2,0.0
rec-1051-org,rec-954-dup-3,0.0
rec-1051-org,rec-954-org,0.0
rec-1052-dup-0,rec-1052-dup-1,1.0
rec-1052-org,rec-1052-dup-0,1.0
rec-1052-org,rec-1052-dup-1,1.0
rec-1053-org,rec-1285-org,0.0
rec-1054-dup-0,rec-1054-org,1.0
rec-1056-dup-0,rec-1056-dup-1,1.0
rec-1056-dup-0,rec-1931-dup-2,0.0
rec-1056-dup-1,rec-1737-org,0.0
rec-1056-dup-2,rec-1056-dup-0,1.0
rec-1056-dup-2,rec-1056-dup-1,1.0
rec-1056-dup-2,rec-1056-dup-3,1.0
rec-1056-dup-2,rec-1056-dup-4,1.0
rec-1056-dup-2,rec-1056-org,1.0
rec-1056-dup-3,rec-1056-dup-0,1.0
rec-1056-dup-3,rec-1056-dup-1,1.0
rec-1056-dup-3,rec-1056-dup-4,1.0
rec-1056-dup-4,rec-1056-dup-0,1.0
rec-1056-dup-4,rec-1056-dup-1,1.0
rec-1056-org,rec-1056-dup-0,1.0
rec-1056-org,rec-1056-dup-1,1.0
rec-1056-org,rec-1056-dup-3,1.0
rec-1056-org,rec-1056-dup-4,1.0
rec-1057-dup-0,rec-1057-dup-1,1.0
rec-1057-dup-0,rec-1057-dup-2,1.0
rec-1057-dup-0,rec-1057-org,1.0
rec-1057-dup-1,rec-1057-dup-2,1.0
rec-1057-org,rec-1057-dup-1,1.0
rec-1057-org,rec-1057-dup-2,1.0
rec-1058-dup-0,rec-1058-org,1.0
rec-1058-dup-0,rec-1125-org,0.0
rec-1058-dup-0,rec-1694-dup-0,0.0
rec-1058-dup-0,rec-1694-dup-2,0.0
rec-1058-dup-0,rec-1694-org,0.0
rec-1058-dup-1,rec-1058-dup-0,1.0
rec-1058-dup-1,rec-1058-org,1.0
rec-1058-org,rec-1125-org,0.0
rec-1058-org,rec-1694-dup-2,0.0
rec-1058-org,rec-1694-org,0.0
rec-1059-org,rec-1545-org,0.0
rec-1059-org,rec-373-dup-1,0.0
rec-1059-org,rec-373-org,0.0
rec-1059-org,rec-443-dup-0,0.0
rec-1059-org,rec-443-dup-2,0.0
rec-106-dup-0,rec-106-dup-1,1.0
rec-106-dup-0,rec-106-dup-2,1.0
rec-106-dup-0,rec-106-org,1.0
rec-106-dup-1,rec-106-dup-2,1.0
rec-106-org,rec-106-dup-1,1.0
rec-106-org,rec-106-dup-2,1.0
rec-1061-dup-1,rec-1061-dup-0,1.0
rec-1061-dup-1,rec-129-org,0.0
rec-1061-dup-1,rec-637-dup-1,0.0
rec-1061-org,rec-1061-dup-0,1.0
rec-1061-org,rec-1061-dup-1,1.0
rec-1062-dup-0,rec-1062-dup-1,1.0
rec-1062-dup-0,rec-1062-dup-3,1.0
rec-1062-dup-0,rec-1062-org,1.0
rec-1062-dup-2,rec-1062-dup-0,1.0
rec-1062-dup-2,rec-1062-dup-1,1.0
rec-1062-dup-2,rec-1062-dup-3,1.0
rec-1062-dup-2,rec-1062-org,1.0
rec-1062-dup-2,rec-478-dup-0,0.0
rec-1062-dup-2,rec-478-org,0.0
rec-1062-dup-3,rec-1062-dup-1,1.0
rec-1062-org,rec-1062-dup-1,1.0
rec-1062-org,rec-1062-dup-3,1.0
rec-1062-org,rec-478-dup-0,0.0
rec-1063-org,rec-208-org,0.0
rec-1064-org,rec-614-org,0.0
rec-1064-org,rec-890-org,0.0
rec-1067-dup-0,rec-1100-dup-1,0.0
rec-1067-dup-0,rec-1100-dup-2,0.0
rec-1067-dup-0,rec-1100-org,0.0
rec-1067-dup-0,rec-1643-dup-0,0.0
rec-1067-dup-0,rec-1643-org,0.0
rec-1067-dup-0,rec-1986-dup-4,0.0
rec-1067-dup-0,rec-1986-org,0.0
rec-1067-dup-0,rec-638-org,0.0
rec-1067-org,rec-1067-dup-0,1.0
rec-1067-org,rec-1100-dup-0,0.0
rec-1067-org,rec-1100-dup-1,0.0
rec-1067-org,rec-1100-dup-2,0.0
rec-1067-org,rec-1100-org,0.0
rec-1067-org,rec-1643-dup-0,0.0
rec-1067-org,rec-1643-org,0.0
rec-1067-org,rec-1986-dup-2,0.0
rec-1067-org,rec-1986-dup-4,0.0
rec-1067-org,rec-1986-org,0.0
rec-1067-org,rec-638-dup-0,0.0
rec-1067-org,rec-638-dup-2,0.0
rec-1067-org,rec-638-org,0.0
rec-1069-dup-0,rec-1069-org,1.0
rec-1069-dup-0,rec-434-org,0.0
rec-1069-dup-1,rec-1037-org,0.0
rec-1069-dup-1,rec-1069-dup-2,1.0
rec-1069-dup-1,rec-1069-org,1.0
rec-1069-dup-2,rec-1069-dup-0,1.0
rec-1069-dup-2,rec-1069-org,1.0
rec-1069-dup-2,rec-434-org,0.0
rec-107-dup-0,rec-107-dup-1,1.0
rec-107-dup-2,rec-107-dup-0,1.0
rec-107-dup-2,rec-107-dup-3,1.0
rec-107-dup-2,rec-107-dup-4,1.0
rec-107-dup-2,rec-107-org,1.0
rec-107-dup-3,rec-107-dup-0,1.0
rec-107-dup-3,rec-107-dup-1,1.0
rec-107-dup-3,rec-107-dup-4,1.0
rec-107-dup-3,rec-107-org,1.0
rec-107-dup-4,rec-107-dup-0,1.0
rec-107-dup-4,rec-107-dup-1,1.0
rec-107-org,rec-107-dup-0,1.0
rec-107-org,rec-107-dup-1,1.0
rec-107-org,rec-107-dup-4,1.0
rec-1070-org,rec-1070-dup-0,1.0
rec-1071-dup-0,rec-1071-dup-1,1.0
rec-1071-dup-2,rec-1071-dup-0,1.0
rec-1071-dup-2,rec-1071-dup-1,1.0
rec-1071-dup-2,rec-1257-org,0.0
rec-1071-dup-2,rec-1496-org,0.0
rec-1071-dup-2,rec-257-org,0.0
rec-1071-dup-4,rec-1071-dup-0,1.0
rec-1071-dup-4,rec-1071-dup-1,1.0
rec-1071-dup-4,rec-1071-dup-2,1.0
rec-1071-dup-4,rec-1071-org,1.0
rec-1071-dup-4,rec-1257-org,0.0
rec-1071-dup-4,rec-1496-org,0.0
rec-1071-dup-4,rec-257-dup-0,0.0
rec-1071-dup-4,rec-257-org,0.0
rec-1071-org,rec-1071-dup-0,1.0
rec-1071-org,rec-1071-dup-1,1.0
rec-1071-org,rec-1071-dup-2,1.0
rec-1071-org,rec-1257-org,0.0
rec-1071-org,rec-1496-org,0.0
rec-1071-org,rec-257-org,0.0
rec-1072-dup-0,rec-1617-org,0.0
rec-1072-dup-1,rec-1072-dup-0,1.0
rec-1072-dup-1,rec-1072-dup-2,1.0
rec-1072-dup-1,rec-1072-dup-3,1.0
rec-1072-dup-1,rec-1617-org,0.0
rec-1072-dup-1,rec-1939-dup-0,0.0
rec-1072-dup-1,rec-1939-org,0.0
rec-1072-dup-2,rec-1072-dup-0,1.0
rec-1072-dup-2,rec-1072-dup-3,1.0
rec-1072-dup-3,rec-1072-dup-0,1.0
rec-1072-dup-3,rec-1617-org,0.0
rec-1072-org,rec-1072-dup-0,1.0
rec-1072-org,rec-1072-dup-1,1.0
rec-1072-org,rec-1072-dup-2,1.0
rec-1072-org,rec-1072-dup-3,1.0
rec-1072-org,rec-1617-org,0.0
rec-1072-org,rec-1939-dup-0,0.0
rec-1072-org,rec-1939-org,0.0
rec-1073-dup-0,rec-1073-dup-1,1.0
rec-1073-dup-0,rec-1073-dup-2,1.0
rec-1073-dup-0,rec-1073-dup-3,1.0
rec-1073-dup-0,rec-1073-org,1.0
rec-1073-dup-2,rec-1073-dup-1,1.0
rec-1073-dup-3,rec-1073-dup-1,1.0
rec-1073-dup-3,rec-1073-dup-2,1.0
rec-1073-org,rec-1073-dup-1,1.0
rec-1073-org,rec-1073-dup-2,1.0
rec-1073-org,rec-1073-dup-3,1.0
rec-1075-dup-0,rec-1075-dup-1,1.0
rec-1075-dup-0,rec-1075-org,1.0
rec-1075-dup-0,rec-674-dup-0,0.0
rec-1075-dup-0,rec-674-org,0.0
rec-1075-dup-1,rec-1075-org,1.0
rec-1076-dup-0,rec-1076-dup-1,1.0
rec-1076-dup-0,rec-1076-org,1.0
rec-1076-dup-0,rec-1415-org,0.0
rec-1076-dup-0,rec-1847-org,0.0
rec-1076-dup-0,rec-794-dup-0,0.0
rec-1076-dup-0,rec-794-org,0.0
rec-1076-dup-1,rec-794-org,0.0
rec-1076-org,rec-1076-dup-1,1.0
rec-1076-org,rec-794-org,0.0
rec-1077-org,rec-1077-dup-0,1.0
rec-1078-org,rec-1253-org,0.0
rec-1078-org,rec-1440-org,0.0
rec-1079-org,rec-212-dup-2,0.0
rec-1079-org,rec-212-org,0.0
rec-1079-org,rec-642-dup-3,0.0
rec-1079-org,rec-957-dup-0,0.0
rec-1079-org,rec-957-org,0.0
rec-108-dup-0,rec-108-dup-1,1.0
rec-108-dup-0,rec-108-org,1.0
rec-108-dup-1,rec-108-org,1.0
rec-108-dup-2,rec-1062-dup-1,0.0
rec-108-dup-2,rec-108-dup-0,1.0
rec-108-dup-2,rec-108-dup-1,1.0
rec-108-dup-2,rec-108-org,1.0
rec-108-dup-2,rec-906-org,0.0
rec-1080-dup-1,rec-1080-dup-0,1.0
rec-1080-dup-1,rec-461-org,0.0
rec-1080-dup-1,rec-872-dup-0,0.0
rec-1080-dup-1,rec-872-org,0.0
rec-1080-dup-1,rec-987-dup-0,0.0
rec-1080-dup-2,rec-1080-dup-0,1.0
rec-1080-dup-2,rec-1080-dup-1,1.0
rec-1080-dup-2,rec-1080-org,1.0
rec-1080-dup-2,rec-112-org,0.0
rec-1080-dup-2,rec-1936-org,0.0
rec-1080-dup-2,rec-461-dup-0,0.0
rec-1080-dup-2,rec-461-dup-1,0.0
rec-1080-dup-2,rec-461-dup-3,0.0
rec-1080-dup-2,rec-461-org,0.0
rec-1080-dup-2,rec-872-dup-0,0.0
rec-1080-dup-2,rec-872-org,0.0
rec-1080-dup-2,rec-987-dup-0,0.0
rec-1080-org,rec-1080-dup-0,1.0
rec-1080-org,rec-1080-dup-1,1.0
rec-1080-org,rec-112-org,0.0
rec-1080-org,rec-1936-org,0.0
rec-1080-org,rec-461-dup-0,0.0
rec-1080-org,rec-461-org,0.0
rec-1080-org,rec-872-dup-0,0.0
rec-1080-org,rec-872-org,0.0
rec-1080-org,rec-987-dup-0,0.0
rec-1081-dup-0,rec-1081-dup-1,1.0
